date_time,target_carbon_monoxide,target_benzene,target_nitrogen_oxides
2011-01-02 16:00:00,2.0,10.0,476.0
2011-01-02 17:00:00,2.0,7.0,409.0
2011-01-02 18:00:00,2.0,8.0,462.0
2011-01-02 19:00:00,3.0,11.0,636.0
2011-01-02 20:00:00,3.0,12.0,620.0
2011-01-02 21:00:00,2.0,-3.0,173.0
2011-01-02 22:00:00,2.0,-2.0,179.0
2011-01-02 23:00:00,2.0,-2.0,177.0
2011-01-03 00:00:00,2.0,-2.0,201.0
2011-01-03 01:00:00,2.0,-2.0,207.0
2011-01-03 02:00:00,2.0,-2.0,207.0
2011-01-03 03:00:00,2.0,-3.0,197.0
2011-01-03 04:00:00,2.0,-3.0,190.0
2011-01-03 05:00:00,2.0,-2.0,186.0
2011-01-03 06:00:00,2.0,-2.0,171.0
2011-01-03 07:00:00,2.0,-2.0,193.0
2011-01-03 08:00:00,2.0,-3.0,187.0
2011-01-03 09:00:00,2.0,-2.0,187.0
2011-01-03 10:00:00,2.0,-2.0,190.0
2011-01-03 11:00:00,2.0,-2.0,181.0
2011-01-03 12:00:00,2.0,-3.0,180.0
2011-01-03 13:00:00,2.0,-2.0,184.0
2011-01-03 14:00:00,2.0,-2.0,168.0
2011-01-03 15:00:00,2.0,-2.0,181.0
2011-01-03 16:00:00,2.0,-3.0,174.0
2011-01-03 17:00:00,2.0,-2.0,165.0
2011-01-03 18:00:00,2.0,-2.0,180.0
2011-01-03 19:00:00,2.0,-2.0,167.0
2011-01-03 20:00:00,2.0,-2.0,180.0
2011-01-03 21:00:00,2.0,-3.0,182.0
2011-01-03 22:00:00,2.0,-2.0,160.0
2011-01-03 23:00:00,2.0,-2.0,168.0
2011-01-04 00:00:00,2.0,-2.0,203.0
2011-01-04 01:00:00,2.0,-2.0,212.0
2011-01-04 02:00:00,2.0,-3.0,213.0
2011-01-04 03:00:00,2.0,-3.0,205.0
2011-01-04 04:00:00,2.0,-2.0,205.0
2011-01-04 05:00:00,2.0,-3.0,197.0
2011-01-04 06:00:00,2.0,-2.0,194.0
2011-01-04 07:00:00,2.0,-2.0,174.0
2011-01-04 08:00:00,2.0,-2.0,198.0
2011-01-04 09:00:00,2.0,-2.0,193.0
2011-01-04 10:00:00,2.0,-3.0,188.0
2011-01-04 11:00:00,2.0,-2.0,165.0
2011-01-04 12:00:00,2.0,-3.0,177.0
2011-01-04 13:00:00,2.0,-2.0,167.0
2011-01-04 14:00:00,2.0,-2.0,174.0
2011-01-04 15:00:00,2.0,-2.0,154.0
2011-01-04 16:00:00,2.0,-2.0,188.0
2011-01-04 17:00:00,2.0,-2.0,179.0
2011-01-04 18:00:00,2.0,-2.0,183.0
2011-01-04 19:00:00,1.0,-2.0,162.0
2011-01-04 20:00:00,1.0,-2.0,168.0
2011-01-04 21:00:00,2.0,-2.0,191.0
2011-01-04 22:00:00,2.0,-2.0,179.0
2011-01-04 23:00:00,2.0,-2.0,184.0
2011-01-05 00:00:00,2.0,-2.0,188.0
2011-01-05 01:00:00,1.0,6.0,232.0
2011-01-05 02:00:00,2.0,9.0,361.0
2011-01-05 03:00:00,2.0,9.0,416.0
2011-01-05 04:00:00,2.0,8.0,412.0
2011-01-05 05:00:00,2.0,8.0,427.0
2011-01-05 06:00:00,2.0,7.0,383.0
2011-01-05 07:00:00,3.0,13.0,626.0
2011-01-05 08:00:00,3.0,15.0,657.0
2011-01-05 09:00:00,5.0,22.0,865.0
2011-01-05 10:00:00,4.0,19.0,677.0
2011-01-05 11:00:00,5.0,22.0,813.0
2011-01-05 12:00:00,5.0,24.0,990.0
2011-01-05 13:00:00,5.0,24.0,807.0
2011-01-05 14:00:00,3.0,15.0,517.0
2011-01-05 15:00:00,3.0,14.0,456.0
2011-01-05 16:00:00,3.0,16.0,541.0
2011-01-05 17:00:00,3.0,14.0,456.0
2011-01-05 18:00:00,3.0,13.0,390.0
2011-01-05 19:00:00,3.0,17.0,451.0
2011-01-05 20:00:00,4.0,18.0,566.0
2011-01-05 21:00:00,3.0,13.0,335.0
2011-01-05 22:00:00,2.0,12.0,371.0
2011-01-05 23:00:00,1.0,6.0,214.0
2011-01-06 00:00:00,1.0,7.0,182.0
2011-01-06 01:00:00,1.0,7.0,209.0
2011-01-06 02:00:00,1.0,6.0,167.0
2011-01-06 03:00:00,1.0,4.0,172.0
2011-01-06 04:00:00,1.0,3.0,87.0
2011-01-06 05:00:00,1.0,4.0,112.0
2011-01-06 06:00:00,1.0,2.0,106.0
2011-01-06 07:00:00,1.0,3.0,97.0
2011-01-06 08:00:00,1.0,5.0,170.0
2011-01-06 09:00:00,2.0,8.0,231.0
2011-01-06 10:00:00,2.0,7.0,237.0
2011-01-06 11:00:00,2.0,8.0,208.0
2011-01-06 12:00:00,1.0,6.0,168.0
2011-01-06 13:00:00,2.0,9.0,232.0
2011-01-06 14:00:00,2.0,7.0,183.0
2011-01-06 15:00:00,2.0,8.0,185.0
2011-01-06 16:00:00,2.0,8.0,194.0
2011-01-06 17:00:00,2.0,8.0,237.0
2011-01-06 18:00:00,2.0,10.0,274.0
2011-01-06 19:00:00,3.0,14.0,454.0
2011-01-06 20:00:00,3.0,11.0,427.0
2011-01-06 21:00:00,2.0,11.0,345.0
2011-01-06 22:00:00,2.0,9.0,290.0
2011-01-06 23:00:00,1.0,6.0,227.0
2011-01-07 00:00:00,1.0,5.0,157.0
2011-01-07 01:00:00,1.0,3.0,125.0
2011-01-07 02:00:00,1.0,4.0,163.0
2011-01-07 03:00:00,1.0,3.0,111.0
2011-01-07 04:00:00,1.0,2.0,136.0
2011-01-07 05:00:00,1.0,2.0,94.0
2011-01-07 06:00:00,1.0,2.0,123.0
2011-01-07 07:00:00,1.0,3.0,110.0
2011-01-07 08:00:00,2.0,9.0,233.0
2011-01-07 09:00:00,3.0,15.0,351.0
2011-01-07 10:00:00,2.0,9.0,271.0
2011-01-07 11:00:00,2.0,12.0,314.0
2011-01-07 12:00:00,3.0,11.0,426.0
2011-01-07 13:00:00,3.0,14.0,436.0
2011-01-07 14:00:00,3.0,13.0,454.0
2011-01-07 15:00:00,3.0,16.0,481.0
2011-01-07 16:00:00,4.0,20.0,597.0
2011-01-07 17:00:00,4.0,19.0,652.0
2011-01-07 18:00:00,4.0,23.0,683.0
2011-01-07 19:00:00,4.0,22.0,730.0
2011-01-07 20:00:00,4.0,22.0,729.0
2011-01-07 21:00:00,4.0,18.0,556.0
2011-01-07 22:00:00,3.0,17.0,477.0
2011-01-07 23:00:00,3.0,12.0,400.0
2011-01-08 00:00:00,3.0,14.0,470.0
2011-01-08 01:00:00,2.0,7.0,285.0
2011-01-08 02:00:00,1.0,6.0,209.0
2011-01-08 03:00:00,1.0,4.0,185.0
2011-01-08 04:00:00,1.0,3.0,171.0
2011-01-08 05:00:00,1.0,4.0,190.0
2011-01-08 06:00:00,1.0,4.0,217.0
2011-01-08 07:00:00,1.0,4.0,199.0
2011-01-08 08:00:00,3.0,12.0,455.0
2011-01-08 09:00:00,3.0,15.0,511.0
2011-01-08 10:00:00,2.0,11.0,371.0
2011-01-08 11:00:00,3.0,13.0,495.0
2011-01-08 12:00:00,3.0,12.0,442.0
2011-01-08 13:00:00,3.0,15.0,530.0
2011-01-08 14:00:00,3.0,16.0,619.0
2011-01-08 15:00:00,3.0,14.0,573.0
2011-01-08 16:00:00,4.0,18.0,728.0
2011-01-08 17:00:00,4.0,20.0,714.0
2011-01-08 18:00:00,4.0,18.0,632.0
2011-01-08 19:00:00,4.0,20.0,745.0
2011-01-08 20:00:00,5.0,24.0,796.0
2011-01-08 21:00:00,3.0,16.0,592.0
2011-01-08 22:00:00,2.0,11.0,338.0
2011-01-08 23:00:00,2.0,7.0,236.0
2011-01-09 00:00:00,2.0,7.0,208.0
2011-01-09 01:00:00,1.0,6.0,187.0
2011-01-09 02:00:00,1.0,6.0,192.0
2011-01-09 03:00:00,1.0,4.0,125.0
2011-01-09 04:00:00,1.0,2.0,95.0
2011-01-09 05:00:00,1.0,3.0,66.0
2011-01-09 06:00:00,1.0,2.0,71.0
2011-01-09 07:00:00,1.0,2.0,58.0
2011-01-09 08:00:00,1.0,3.0,96.0
2011-01-09 09:00:00,1.0,3.0,60.0
2011-01-09 10:00:00,1.0,5.0,126.0
2011-01-09 11:00:00,1.0,7.0,159.0
2011-01-09 12:00:00,2.0,11.0,305.0
2011-01-09 13:00:00,2.0,10.0,291.0
2011-01-09 14:00:00,3.0,15.0,329.0
2011-01-09 15:00:00,4.0,19.0,496.0
2011-01-09 16:00:00,2.0,10.0,267.0
2011-01-09 17:00:00,2.0,11.0,263.0
2011-01-09 18:00:00,3.0,15.0,449.0
2011-01-09 19:00:00,2.0,10.0,336.0
2011-01-09 20:00:00,3.0,14.0,362.0
2011-01-09 21:00:00,2.0,9.0,313.0
2011-01-09 22:00:00,1.0,6.0,205.0
2011-01-09 23:00:00,2.0,10.0,257.0
2011-01-10 00:00:00,2.0,9.0,286.0
2011-01-10 01:00:00,2.0,9.0,237.0
2011-01-10 02:00:00,1.0,5.0,183.0
2011-01-10 03:00:00,1.0,2.0,109.0
2011-01-10 04:00:00,1.0,2.0,81.0
2011-01-10 05:00:00,1.0,2.0,89.0
2011-01-10 06:00:00,1.0,4.0,114.0
2011-01-10 07:00:00,2.0,8.0,167.0
2011-01-10 08:00:00,4.0,22.0,596.0
2011-01-10 09:00:00,4.0,21.0,587.0
2011-01-10 10:00:00,4.0,19.0,541.0
2011-01-10 11:00:00,4.0,19.0,568.0
2011-01-10 12:00:00,3.0,16.0,428.0
2011-01-10 13:00:00,4.0,19.0,578.0
2011-01-10 14:00:00,4.0,22.0,592.0
2011-01-10 15:00:00,4.0,22.0,532.0
2011-01-10 16:00:00,4.0,19.0,441.0
2011-01-10 17:00:00,4.0,19.0,590.0
2011-01-10 18:00:00,4.0,21.0,518.0
2011-01-10 19:00:00,4.0,20.0,590.0
2011-01-10 20:00:00,4.0,20.0,507.0
2011-01-10 21:00:00,3.0,17.0,483.0
2011-01-10 22:00:00,3.0,14.0,507.0
2011-01-10 23:00:00,2.0,9.0,273.0
2011-01-11 00:00:00,2.0,9.0,333.0
2011-01-11 01:00:00,1.0,6.0,183.0
2011-01-11 02:00:00,1.0,4.0,194.0
2011-01-11 03:00:00,1.0,3.0,133.0
2011-01-11 04:00:00,1.0,3.0,141.0
2011-01-11 05:00:00,1.0,4.0,159.0
2011-01-11 06:00:00,1.0,4.0,130.0
2011-01-11 07:00:00,1.0,6.0,174.0
2011-01-11 08:00:00,4.0,19.0,588.0
2011-01-11 09:00:00,5.0,29.0,712.0
2011-01-11 10:00:00,3.0,16.0,558.0
2011-01-11 11:00:00,4.0,19.0,631.0
2011-01-11 12:00:00,4.0,17.0,621.0
2011-01-11 13:00:00,3.0,16.0,581.0
2011-01-11 14:00:00,4.0,19.0,618.0
2011-01-11 15:00:00,4.0,19.0,576.0
2011-01-11 16:00:00,4.0,22.0,677.0
2011-01-11 17:00:00,4.0,21.0,654.0
2011-01-11 18:00:00,4.0,21.0,684.0
2011-01-11 19:00:00,4.0,22.0,668.0
2011-01-11 20:00:00,5.0,25.0,737.0
2011-01-11 21:00:00,4.0,21.0,678.0
2011-01-11 22:00:00,4.0,20.0,694.0
2011-01-11 23:00:00,4.0,18.0,604.0
2011-01-12 00:00:00,3.0,12.0,482.0
2011-01-12 01:00:00,3.0,13.0,411.0
2011-01-12 02:00:00,2.0,10.0,308.0
2011-01-12 03:00:00,1.0,4.0,165.0
2011-01-12 04:00:00,1.0,5.0,153.0
2011-01-12 05:00:00,1.0,6.0,172.0
2011-01-12 06:00:00,2.0,8.0,266.0
2011-01-12 07:00:00,2.0,9.0,291.0
2011-01-12 08:00:00,4.0,21.0,679.0
2011-01-12 09:00:00,4.0,20.0,627.0
2011-01-12 10:00:00,4.0,20.0,633.0
2011-01-12 11:00:00,4.0,18.0,540.0
2011-01-12 12:00:00,3.0,17.0,571.0
2011-01-12 13:00:00,4.0,19.0,635.0
2011-01-12 14:00:00,3.0,17.0,435.0
2011-01-12 15:00:00,4.0,20.0,499.0
2011-01-12 16:00:00,4.0,19.0,577.0
2011-01-12 17:00:00,3.0,17.0,489.0
2011-01-12 18:00:00,5.0,26.0,643.0
2011-01-12 19:00:00,5.0,28.0,687.0
2011-01-12 20:00:00,5.0,26.0,742.0
2011-01-12 21:00:00,5.0,25.0,771.0
2011-01-12 22:00:00,3.0,17.0,592.0
2011-01-12 23:00:00,3.0,13.0,437.0
2011-01-13 00:00:00,3.0,13.0,433.0
2011-01-13 01:00:00,3.0,12.0,405.0
2011-01-13 02:00:00,2.0,8.0,226.0
2011-01-13 03:00:00,2.0,7.0,259.0
2011-01-13 04:00:00,1.0,5.0,125.0
2011-01-13 05:00:00,1.0,4.0,142.0
2011-01-13 06:00:00,1.0,4.0,141.0
2011-01-13 07:00:00,2.0,10.0,254.0
2011-01-13 08:00:00,4.0,19.0,521.0
2011-01-13 09:00:00,4.0,23.0,599.0
2011-01-13 10:00:00,3.0,16.0,478.0
2011-01-13 11:00:00,4.0,18.0,646.0
2011-01-13 12:00:00,3.0,13.0,528.0
2011-01-13 13:00:00,2.0,11.0,347.0
2011-01-13 14:00:00,3.0,14.0,439.0
2011-01-13 15:00:00,3.0,16.0,464.0
2011-01-13 16:00:00,3.0,16.0,496.0
2011-01-13 17:00:00,4.0,21.0,731.0
2011-01-13 18:00:00,5.0,25.0,741.0
2011-01-13 19:00:00,4.0,20.0,676.0
2011-01-13 20:00:00,3.0,13.0,470.0
2011-01-13 21:00:00,3.0,13.0,465.0
2011-01-13 22:00:00,2.0,9.0,280.0
2011-01-13 23:00:00,2.0,9.0,354.0
2011-01-14 00:00:00,2.0,9.0,348.0
2011-01-14 01:00:00,2.0,7.0,247.0
2011-01-14 02:00:00,1.0,4.0,207.0
2011-01-14 03:00:00,1.0,5.0,174.0
2011-01-14 04:00:00,1.0,4.0,196.0
2011-01-14 05:00:00,2.0,8.0,316.0
2011-01-14 06:00:00,1.0,6.0,210.0
2011-01-14 07:00:00,2.0,8.0,285.0
2011-01-14 08:00:00,5.0,25.0,769.0
2011-01-14 09:00:00,3.0,16.0,572.0
2011-01-14 10:00:00,3.0,17.0,488.0
2011-01-14 11:00:00,4.0,19.0,689.0
2011-01-14 12:00:00,3.0,15.0,479.0
2011-01-14 13:00:00,3.0,17.0,515.0
2011-01-14 14:00:00,3.0,17.0,522.0
2011-01-14 15:00:00,3.0,16.0,441.0
2011-01-14 16:00:00,3.0,16.0,547.0
2011-01-14 17:00:00,5.0,25.0,848.0
2011-01-14 18:00:00,5.0,24.0,783.0
2011-01-14 19:00:00,5.0,24.0,710.0
2011-01-14 20:00:00,5.0,26.0,791.0
2011-01-14 21:00:00,4.0,19.0,642.0
2011-01-14 22:00:00,1.0,6.0,236.0
2011-01-14 23:00:00,2.0,7.0,241.0
2011-01-15 00:00:00,2.0,8.0,260.0
2011-01-15 01:00:00,2.0,8.0,279.0
2011-01-15 02:00:00,1.0,6.0,234.0
2011-01-15 03:00:00,1.0,5.0,208.0
2011-01-15 04:00:00,1.0,5.0,227.0
2011-01-15 05:00:00,1.0,3.0,164.0
2011-01-15 06:00:00,1.0,3.0,203.0
2011-01-15 07:00:00,1.0,5.0,233.0
2011-01-15 08:00:00,2.0,10.0,385.0
2011-01-15 09:00:00,3.0,12.0,405.0
2011-01-15 10:00:00,2.0,10.0,308.0
2011-01-15 11:00:00,2.0,10.0,359.0
2011-01-15 12:00:00,3.0,14.0,496.0
2011-01-15 13:00:00,4.0,18.0,532.0
2011-01-15 14:00:00,4.0,18.0,673.0
2011-01-15 15:00:00,3.0,13.0,564.0
2011-01-15 16:00:00,3.0,11.0,432.0
2011-01-15 17:00:00,3.0,14.0,471.0
2011-01-15 18:00:00,4.0,19.0,667.0
2011-01-15 19:00:00,4.0,18.0,668.0
2011-01-15 20:00:00,3.0,12.0,503.0
2011-01-15 21:00:00,3.0,14.0,572.0
2011-01-15 22:00:00,2.0,7.0,320.0
2011-01-15 23:00:00,2.0,9.0,431.0
2011-01-16 00:00:00,3.0,14.0,559.0
2011-01-16 01:00:00,2.0,8.0,415.0
2011-01-16 02:00:00,2.0,7.0,333.0
2011-01-16 03:00:00,1.0,5.0,297.0
2011-01-16 04:00:00,2.0,7.0,245.0
2011-01-16 05:00:00,1.0,4.0,232.0
2011-01-16 06:00:00,1.0,4.0,237.0
2011-01-16 07:00:00,1.0,6.0,262.0
2011-01-16 08:00:00,1.0,5.0,240.0
2011-01-16 09:00:00,2.0,7.0,273.0
2011-01-16 10:00:00,1.0,3.0,175.0
2011-01-16 11:00:00,1.0,3.0,152.0
2011-01-16 12:00:00,1.0,3.0,140.0
2011-01-16 13:00:00,1.0,3.0,122.0
2011-01-16 14:00:00,1.0,3.0,139.0
2011-01-16 15:00:00,1.0,2.0,108.0
2011-01-16 16:00:00,1.0,3.0,132.0
2011-01-16 17:00:00,1.0,3.0,206.0
2011-01-16 18:00:00,1.0,4.0,185.0
2011-01-16 19:00:00,2.0,7.0,251.0
2011-01-16 20:00:00,1.0,6.0,276.0
2011-01-16 21:00:00,1.0,4.0,234.0
2011-01-16 22:00:00,1.0,4.0,217.0
2011-01-16 23:00:00,1.0,5.0,232.0
2011-01-17 00:00:00,1.0,4.0,231.0
2011-01-17 01:00:00,1.0,4.0,212.0
2011-01-17 02:00:00,1.0,3.0,211.0
2011-01-17 03:00:00,1.0,2.0,139.0
2011-01-17 04:00:00,1.0,2.0,156.0
2011-01-17 05:00:00,1.0,2.0,112.0
2011-01-17 06:00:00,1.0,2.0,117.0
2011-01-17 07:00:00,1.0,4.0,221.0
2011-01-17 08:00:00,3.0,17.0,541.0
2011-01-17 09:00:00,4.0,18.0,666.0
2011-01-17 10:00:00,3.0,16.0,549.0
2011-01-17 11:00:00,3.0,16.0,596.0
2011-01-17 12:00:00,3.0,14.0,624.0
2011-01-17 13:00:00,3.0,14.0,545.0
2011-01-17 14:00:00,3.0,13.0,501.0
2011-01-17 15:00:00,3.0,16.0,618.0
2011-01-17 16:00:00,3.0,13.0,502.0
2011-01-17 17:00:00,4.0,21.0,828.0
2011-01-17 18:00:00,6.0,32.0,1126.0
2011-01-17 19:00:00,6.0,31.0,1041.0
2011-01-17 20:00:00,4.0,18.0,731.0
2011-01-17 21:00:00,3.0,14.0,627.0
2011-01-17 22:00:00,2.0,8.0,450.0
2011-01-17 23:00:00,2.0,6.0,385.0
2011-01-18 00:00:00,2.0,7.0,375.0
2011-01-18 01:00:00,1.0,5.0,309.0
2011-01-18 02:00:00,1.0,3.0,242.0
2011-01-18 03:00:00,1.0,2.0,187.0
2011-01-18 04:00:00,1.0,2.0,169.0
2011-01-18 05:00:00,1.0,3.0,209.0
2011-01-18 06:00:00,1.0,4.0,270.0
2011-01-18 07:00:00,2.0,7.0,362.0
2011-01-18 08:00:00,4.0,17.0,640.0
2011-01-18 09:00:00,4.0,20.0,802.0
2011-01-18 10:00:00,4.0,21.0,834.0
2011-01-18 11:00:00,4.0,17.0,732.0
2011-01-18 12:00:00,5.0,21.0,860.0
2011-01-18 13:00:00,5.0,22.0,941.0
2011-01-18 14:00:00,5.0,28.0,877.0
2011-01-18 15:00:00,5.0,23.0,787.0
2011-01-18 16:00:00,5.0,25.0,889.0
2011-01-18 17:00:00,5.0,24.0,846.0
2011-01-18 18:00:00,5.0,24.0,808.0
2011-01-18 19:00:00,5.0,26.0,845.0
2011-01-18 20:00:00,5.0,23.0,772.0
2011-01-18 21:00:00,2.0,6.0,277.0
2011-01-18 22:00:00,1.0,4.0,139.0
2011-01-18 23:00:00,1.0,6.0,164.0
2011-01-19 00:00:00,1.0,6.0,203.0
2011-01-19 01:00:00,1.0,6.0,205.0
2011-01-19 02:00:00,1.0,6.0,179.0
2011-01-19 03:00:00,1.0,2.0,104.0
2011-01-19 04:00:00,1.0,1.0,96.0
2011-01-19 05:00:00,0.0,1.0,67.0
2011-01-19 06:00:00,1.0,2.0,93.0
2011-01-19 07:00:00,1.0,3.0,137.0
2011-01-19 08:00:00,2.0,7.0,246.0
2011-01-19 09:00:00,2.0,8.0,221.0
2011-01-19 10:00:00,1.0,4.0,122.0
2011-01-19 11:00:00,1.0,3.0,78.0
2011-01-19 12:00:00,1.0,3.0,130.0
2011-01-19 13:00:00,1.0,5.0,121.0
2011-01-19 14:00:00,2.0,8.0,222.0
2011-01-19 15:00:00,1.0,5.0,150.0
2011-01-19 16:00:00,1.0,5.0,174.0
2011-01-19 17:00:00,1.0,5.0,181.0
2011-01-19 18:00:00,2.0,7.0,238.0
2011-01-19 19:00:00,2.0,7.0,190.0
2011-01-19 20:00:00,2.0,8.0,232.0
2011-01-19 21:00:00,2.0,7.0,259.0
2011-01-19 22:00:00,1.0,3.0,145.0
2011-01-19 23:00:00,1.0,4.0,165.0
2011-01-20 00:00:00,1.0,4.0,150.0
2011-01-20 01:00:00,1.0,3.0,103.0
2011-01-20 02:00:00,1.0,2.0,75.0
2011-01-20 03:00:00,1.0,2.0,80.0
2011-01-20 04:00:00,1.0,2.0,75.0
2011-01-20 05:00:00,0.0,1.0,67.0
2011-01-20 06:00:00,1.0,3.0,142.0
2011-01-20 07:00:00,1.0,3.0,162.0
2011-01-20 08:00:00,3.0,13.0,420.0
2011-01-20 09:00:00,3.0,17.0,568.0
2011-01-20 10:00:00,4.0,18.0,591.0
2011-01-20 11:00:00,3.0,12.0,544.0
2011-01-20 12:00:00,3.0,13.0,455.0
2011-01-20 13:00:00,3.0,12.0,467.0
2011-01-20 14:00:00,3.0,14.0,472.0
2011-01-20 15:00:00,2.0,10.0,387.0
2011-01-20 16:00:00,3.0,12.0,483.0
2011-01-20 17:00:00,4.0,20.0,725.0
2011-01-20 18:00:00,5.0,27.0,854.0
2011-01-20 19:00:00,4.0,20.0,723.0
2011-01-20 20:00:00,3.0,14.0,581.0
2011-01-20 21:00:00,3.0,14.0,555.0
2011-01-20 22:00:00,2.0,6.0,372.0
2011-01-20 23:00:00,2.0,5.0,310.0
2011-01-21 00:00:00,1.0,5.0,283.0
2011-01-21 01:00:00,2.0,6.0,300.0
2011-01-21 02:00:00,1.0,5.0,268.0
2011-01-21 03:00:00,1.0,5.0,289.0
2011-01-21 04:00:00,2.0,7.0,310.0
2011-01-21 05:00:00,2.0,7.0,443.0
2011-01-21 06:00:00,2.0,11.0,464.0
2011-01-21 07:00:00,3.0,14.0,619.0
2011-01-21 08:00:00,4.0,20.0,751.0
2011-01-21 09:00:00,5.0,28.0,912.0
2011-01-21 10:00:00,4.0,19.0,750.0
2011-01-21 11:00:00,4.0,20.0,831.0
2011-01-21 12:00:00,4.0,21.0,822.0
2011-01-21 13:00:00,5.0,22.0,816.0
2011-01-21 14:00:00,3.0,14.0,572.0
2011-01-21 15:00:00,4.0,16.0,726.0
2011-01-21 16:00:00,5.0,21.0,903.0
2011-01-21 17:00:00,4.0,18.0,732.0
2011-01-21 18:00:00,4.0,20.0,725.0
2011-01-21 19:00:00,4.0,21.0,837.0
2011-01-21 20:00:00,6.0,32.0,1032.0
2011-01-21 21:00:00,6.0,33.0,1031.0
2011-01-21 22:00:00,5.0,22.0,838.0
2011-01-21 23:00:00,4.0,19.0,759.0
2011-01-22 00:00:00,4.0,18.0,728.0
2011-01-22 01:00:00,3.0,16.0,665.0
2011-01-22 02:00:00,3.0,15.0,640.0
2011-01-22 03:00:00,3.0,15.0,598.0
2011-01-22 04:00:00,2.0,11.0,421.0
2011-01-22 05:00:00,3.0,13.0,511.0
2011-01-22 06:00:00,3.0,12.0,523.0
2011-01-22 07:00:00,3.0,15.0,517.0
2011-01-22 08:00:00,3.0,16.0,571.0
2011-01-22 09:00:00,4.0,17.0,619.0
2011-01-22 10:00:00,4.0,19.0,697.0
2011-01-22 11:00:00,4.0,17.0,742.0
2011-01-22 12:00:00,4.0,16.0,707.0
2011-01-22 13:00:00,3.0,15.0,553.0
2011-01-22 14:00:00,4.0,17.0,576.0
2011-01-22 15:00:00,2.0,7.0,273.0
2011-01-22 16:00:00,1.0,6.0,286.0
2011-01-22 17:00:00,2.0,7.0,318.0
2011-01-22 18:00:00,2.0,7.0,363.0
2011-01-22 19:00:00,3.0,12.0,481.0
2011-01-22 20:00:00,3.0,13.0,493.0
2011-01-22 21:00:00,4.0,17.0,679.0
2011-01-22 22:00:00,4.0,17.0,684.0
2011-01-22 23:00:00,3.0,13.0,634.0
2011-01-23 00:00:00,2.0,9.0,521.0
2011-01-23 01:00:00,2.0,6.0,378.0
2011-01-23 02:00:00,2.0,6.0,319.0
2011-01-23 03:00:00,2.0,5.0,351.0
2011-01-23 04:00:00,1.0,5.0,272.0
2011-01-23 05:00:00,1.0,3.0,171.0
2011-01-23 06:00:00,1.0,2.0,150.0
2011-01-23 07:00:00,1.0,2.0,158.0
2011-01-23 08:00:00,1.0,3.0,177.0
2011-01-23 09:00:00,1.0,4.0,270.0
2011-01-23 10:00:00,2.0,5.0,334.0
2011-01-23 11:00:00,2.0,6.0,325.0
2011-01-23 12:00:00,2.0,9.0,431.0
2011-01-23 13:00:00,2.0,9.0,463.0
2011-01-23 14:00:00,2.0,8.0,420.0
2011-01-23 15:00:00,2.0,9.0,436.0
2011-01-23 16:00:00,1.0,6.0,249.0
2011-01-23 17:00:00,1.0,4.0,219.0
2011-01-23 18:00:00,1.0,5.0,241.0
2011-01-23 19:00:00,2.0,8.0,253.0
2011-01-23 20:00:00,2.0,9.0,287.0
2011-01-23 21:00:00,1.0,4.0,221.0
2011-01-23 22:00:00,1.0,4.0,205.0
2011-01-23 23:00:00,1.0,5.0,217.0
2011-01-24 00:00:00,1.0,4.0,211.0
2011-01-24 01:00:00,1.0,6.0,171.0
2011-01-24 02:00:00,2.0,9.0,251.0
