date_time,target_carbon_monoxide,target_benzene,target_nitrogen_oxides
2011-01-03 15:00:00,2.0,-1.0,181.0
2011-01-03 16:00:00,2.0,-1.0,166.0
2011-01-03 17:00:00,2.0,-1.0,159.0
2011-01-03 18:00:00,2.0,-1.0,177.0
2011-01-03 19:00:00,2.0,-0.0,161.0
2011-01-03 20:00:00,2.0,-1.0,176.0
2011-01-03 21:00:00,2.0,-1.0,178.0
2011-01-03 22:00:00,2.0,-1.0,150.0
2011-01-03 23:00:00,2.0,-1.0,166.0
2011-01-04 00:00:00,2.0,-1.0,197.0
2011-01-04 01:00:00,3.0,-1.0,205.0
2011-01-04 02:00:00,3.0,-1.0,205.0
2011-01-04 03:00:00,3.0,-1.0,201.0
2011-01-04 04:00:00,3.0,-1.0,204.0
2011-01-04 05:00:00,2.0,-1.0,191.0
2011-01-04 06:00:00,2.0,-1.0,190.0
2011-01-04 07:00:00,2.0,-1.0,161.0
2011-01-04 08:00:00,2.0,-1.0,194.0
2011-01-04 09:00:00,2.0,-1.0,189.0
2011-01-04 10:00:00,2.0,-1.0,180.0
2011-01-04 11:00:00,2.0,-1.0,154.0
2011-01-04 12:00:00,2.0,-1.0,166.0
2011-01-04 13:00:00,2.0,-1.0,158.0
2011-01-04 14:00:00,2.0,-1.0,164.0
2011-01-04 15:00:00,2.0,-0.0,146.0
2011-01-04 16:00:00,2.0,-1.0,184.0
2011-01-04 17:00:00,2.0,-1.0,172.0
2011-01-04 18:00:00,2.0,-1.0,172.0
2011-01-04 19:00:00,2.0,-0.0,155.0
2011-01-04 20:00:00,2.0,-0.0,164.0
2011-01-04 21:00:00,2.0,-1.0,190.0
2011-01-04 22:00:00,2.0,-1.0,172.0
2011-01-04 23:00:00,2.0,-1.0,181.0
2011-01-05 00:00:00,2.0,-1.0,173.0
2011-01-05 01:00:00,2.0,7.0,251.0
2011-01-05 02:00:00,2.0,10.0,367.0
2011-01-05 03:00:00,2.0,10.0,404.0
2011-01-05 04:00:00,2.0,9.0,399.0
2011-01-05 05:00:00,2.0,10.0,416.0
2011-01-05 06:00:00,2.0,9.0,385.0
2011-01-05 07:00:00,3.0,14.0,590.0
2011-01-05 08:00:00,4.0,17.0,622.0
2011-01-05 09:00:00,5.0,26.0,841.0
2011-01-05 10:00:00,4.0,22.0,666.0
2011-01-05 11:00:00,5.0,27.0,763.0
2011-01-05 12:00:00,6.0,28.0,932.0
2011-01-05 13:00:00,5.0,28.0,762.0
2011-01-05 14:00:00,3.0,16.0,490.0
2011-01-05 15:00:00,3.0,15.0,437.0
2011-01-05 16:00:00,3.0,17.0,513.0
2011-01-05 17:00:00,3.0,15.0,445.0
2011-01-05 18:00:00,3.0,14.0,374.0
2011-01-05 19:00:00,3.0,17.0,439.0
2011-01-05 20:00:00,4.0,19.0,562.0
2011-01-05 21:00:00,3.0,13.0,334.0
2011-01-05 22:00:00,3.0,12.0,389.0
2011-01-05 23:00:00,1.0,6.0,228.0
2011-01-06 00:00:00,2.0,7.0,211.0
2011-01-06 01:00:00,2.0,7.0,237.0
2011-01-06 02:00:00,1.0,6.0,193.0
2011-01-06 03:00:00,1.0,4.0,184.0
2011-01-06 04:00:00,1.0,3.0,96.0
2011-01-06 05:00:00,1.0,5.0,132.0
2011-01-06 06:00:00,1.0,3.0,113.0
2011-01-06 07:00:00,1.0,3.0,106.0
2011-01-06 08:00:00,1.0,5.0,201.0
2011-01-06 09:00:00,2.0,8.0,277.0
2011-01-06 10:00:00,2.0,8.0,271.0
2011-01-06 11:00:00,2.0,8.0,233.0
2011-01-06 12:00:00,1.0,7.0,168.0
2011-01-06 13:00:00,2.0,10.0,246.0
2011-01-06 14:00:00,2.0,8.0,191.0
2011-01-06 15:00:00,2.0,8.0,204.0
2011-01-06 16:00:00,2.0,9.0,176.0
2011-01-06 17:00:00,2.0,9.0,247.0
2011-01-06 18:00:00,2.0,11.0,287.0
2011-01-06 19:00:00,3.0,15.0,443.0
2011-01-06 20:00:00,3.0,12.0,417.0
2011-01-06 21:00:00,2.0,11.0,370.0
2011-01-06 22:00:00,2.0,9.0,326.0
2011-01-06 23:00:00,2.0,6.0,243.0
2011-01-07 00:00:00,1.0,5.0,176.0
2011-01-07 01:00:00,1.0,4.0,139.0
2011-01-07 02:00:00,1.0,4.0,182.0
2011-01-07 03:00:00,1.0,3.0,136.0
2011-01-07 04:00:00,1.0,3.0,158.0
2011-01-07 05:00:00,1.0,3.0,128.0
2011-01-07 06:00:00,1.0,3.0,155.0
2011-01-07 07:00:00,1.0,3.0,136.0
2011-01-07 08:00:00,2.0,9.0,311.0
2011-01-07 09:00:00,3.0,16.0,392.0
2011-01-07 10:00:00,2.0,9.0,332.0
2011-01-07 11:00:00,3.0,13.0,340.0
2011-01-07 12:00:00,3.0,13.0,417.0
2011-01-07 13:00:00,3.0,15.0,431.0
2011-01-07 14:00:00,3.0,14.0,445.0
2011-01-07 15:00:00,3.0,17.0,450.0
2011-01-07 16:00:00,4.0,21.0,556.0
2011-01-07 17:00:00,4.0,20.0,645.0
2011-01-07 18:00:00,5.0,25.0,700.0
2011-01-07 19:00:00,5.0,25.0,748.0
2011-01-07 20:00:00,5.0,24.0,793.0
2011-01-07 21:00:00,4.0,19.0,604.0
2011-01-07 22:00:00,3.0,17.0,536.0
2011-01-07 23:00:00,3.0,13.0,445.0
2011-01-08 00:00:00,3.0,15.0,522.0
2011-01-08 01:00:00,2.0,8.0,326.0
2011-01-08 02:00:00,1.0,6.0,240.0
2011-01-08 03:00:00,1.0,5.0,204.0
2011-01-08 04:00:00,1.0,4.0,171.0
2011-01-08 05:00:00,1.0,4.0,201.0
2011-01-08 06:00:00,1.0,5.0,233.0
2011-01-08 07:00:00,1.0,5.0,208.0
2011-01-08 08:00:00,3.0,13.0,485.0
2011-01-08 09:00:00,3.0,16.0,549.0
2011-01-08 10:00:00,3.0,12.0,391.0
2011-01-08 11:00:00,3.0,14.0,473.0
2011-01-08 12:00:00,3.0,14.0,414.0
2011-01-08 13:00:00,3.0,16.0,506.0
2011-01-08 14:00:00,4.0,18.0,580.0
2011-01-08 15:00:00,3.0,15.0,538.0
2011-01-08 16:00:00,4.0,21.0,671.0
2011-01-08 17:00:00,4.0,22.0,702.0
2011-01-08 18:00:00,4.0,20.0,598.0
2011-01-08 19:00:00,4.0,22.0,744.0
2011-01-08 20:00:00,5.0,27.0,768.0
2011-01-08 21:00:00,4.0,17.0,569.0
2011-01-08 22:00:00,2.0,12.0,358.0
2011-01-08 23:00:00,2.0,7.0,264.0
2011-01-09 00:00:00,2.0,8.0,228.0
2011-01-09 01:00:00,2.0,7.0,215.0
2011-01-09 02:00:00,1.0,6.0,218.0
2011-01-09 03:00:00,1.0,4.0,144.0
2011-01-09 04:00:00,1.0,3.0,106.0
2011-01-09 05:00:00,1.0,3.0,80.0
2011-01-09 06:00:00,1.0,2.0,76.0
2011-01-09 07:00:00,1.0,3.0,65.0
2011-01-09 08:00:00,1.0,3.0,113.0
2011-01-09 09:00:00,1.0,3.0,68.0
2011-01-09 10:00:00,1.0,5.0,144.0
2011-01-09 11:00:00,2.0,7.0,161.0
2011-01-09 12:00:00,2.0,12.0,293.0
2011-01-09 13:00:00,2.0,11.0,272.0
2011-01-09 14:00:00,3.0,15.0,299.0
2011-01-09 15:00:00,4.0,19.0,452.0
2011-01-09 16:00:00,2.0,11.0,277.0
2011-01-09 17:00:00,2.0,11.0,264.0
2011-01-09 18:00:00,3.0,16.0,424.0
2011-01-09 19:00:00,2.0,11.0,325.0
2011-01-09 20:00:00,3.0,14.0,362.0
2011-01-09 21:00:00,2.0,10.0,316.0
2011-01-09 22:00:00,2.0,7.0,224.0
2011-01-09 23:00:00,2.0,10.0,282.0
2011-01-10 00:00:00,2.0,10.0,322.0
2011-01-10 01:00:00,2.0,9.0,292.0
2011-01-10 02:00:00,1.0,5.0,203.0
2011-01-10 03:00:00,1.0,3.0,108.0
2011-01-10 04:00:00,1.0,3.0,86.0
2011-01-10 05:00:00,1.0,2.0,99.0
2011-01-10 06:00:00,1.0,4.0,140.0
2011-01-10 07:00:00,2.0,8.0,204.0
2011-01-10 08:00:00,4.0,24.0,585.0
2011-01-10 09:00:00,4.0,23.0,574.0
2011-01-10 10:00:00,4.0,19.0,555.0
2011-01-10 11:00:00,4.0,20.0,564.0
2011-01-10 12:00:00,3.0,16.0,414.0
2011-01-10 13:00:00,4.0,21.0,556.0
2011-01-10 14:00:00,4.0,23.0,565.0
2011-01-10 15:00:00,4.0,23.0,532.0
2011-01-10 16:00:00,4.0,19.0,429.0
2011-01-10 17:00:00,4.0,20.0,584.0
2011-01-10 18:00:00,4.0,21.0,504.0
2011-01-10 19:00:00,4.0,21.0,594.0
2011-01-10 20:00:00,4.0,20.0,488.0
2011-01-10 21:00:00,3.0,17.0,477.0
2011-01-10 22:00:00,3.0,15.0,519.0
2011-01-10 23:00:00,2.0,10.0,307.0
2011-01-11 00:00:00,2.0,9.0,359.0
2011-01-11 01:00:00,2.0,7.0,220.0
2011-01-11 02:00:00,1.0,4.0,195.0
2011-01-11 03:00:00,1.0,3.0,138.0
2011-01-11 04:00:00,1.0,3.0,151.0
2011-01-11 05:00:00,1.0,4.0,166.0
2011-01-11 06:00:00,1.0,4.0,141.0
2011-01-11 07:00:00,1.0,6.0,203.0
2011-01-11 08:00:00,4.0,20.0,594.0
2011-01-11 09:00:00,5.0,31.0,716.0
2011-01-11 10:00:00,4.0,18.0,542.0
2011-01-11 11:00:00,4.0,20.0,609.0
2011-01-11 12:00:00,4.0,19.0,580.0
2011-01-11 13:00:00,4.0,18.0,544.0
2011-01-11 14:00:00,4.0,21.0,587.0
2011-01-11 15:00:00,4.0,21.0,527.0
2011-01-11 16:00:00,4.0,24.0,660.0
2011-01-11 17:00:00,4.0,22.0,636.0
2011-01-11 18:00:00,4.0,23.0,666.0
2011-01-11 19:00:00,4.0,23.0,645.0
2011-01-11 20:00:00,5.0,27.0,715.0
2011-01-11 21:00:00,4.0,23.0,674.0
2011-01-11 22:00:00,4.0,22.0,687.0
2011-01-11 23:00:00,4.0,19.0,620.0
2011-01-12 00:00:00,3.0,13.0,476.0
2011-01-12 01:00:00,3.0,14.0,415.0
2011-01-12 02:00:00,2.0,10.0,347.0
2011-01-12 03:00:00,1.0,5.0,171.0
2011-01-12 04:00:00,1.0,5.0,183.0
2011-01-12 05:00:00,1.0,6.0,210.0
2011-01-12 06:00:00,2.0,9.0,330.0
2011-01-12 07:00:00,2.0,10.0,342.0
2011-01-12 08:00:00,4.0,23.0,712.0
2011-01-12 09:00:00,4.0,22.0,632.0
2011-01-12 10:00:00,4.0,22.0,635.0
2011-01-12 11:00:00,4.0,19.0,519.0
2011-01-12 12:00:00,4.0,18.0,562.0
2011-01-12 13:00:00,4.0,20.0,619.0
2011-01-12 14:00:00,3.0,17.0,399.0
2011-01-12 15:00:00,4.0,20.0,462.0
2011-01-12 16:00:00,4.0,20.0,547.0
2011-01-12 17:00:00,3.0,17.0,474.0
2011-01-12 18:00:00,5.0,27.0,628.0
2011-01-12 19:00:00,5.0,31.0,647.0
2011-01-12 20:00:00,5.0,28.0,740.0
2011-01-12 21:00:00,5.0,27.0,801.0
2011-01-12 22:00:00,4.0,18.0,599.0
2011-01-12 23:00:00,3.0,14.0,457.0
2011-01-13 00:00:00,3.0,13.0,456.0
2011-01-13 01:00:00,3.0,13.0,447.0
2011-01-13 02:00:00,2.0,8.0,296.0
2011-01-13 03:00:00,2.0,8.0,316.0
2011-01-13 04:00:00,1.0,5.0,169.0
2011-01-13 05:00:00,1.0,4.0,170.0
2011-01-13 06:00:00,1.0,4.0,172.0
2011-01-13 07:00:00,2.0,10.0,335.0
2011-01-13 08:00:00,4.0,19.0,549.0
2011-01-13 09:00:00,4.0,25.0,626.0
2011-01-13 10:00:00,3.0,17.0,471.0
2011-01-13 11:00:00,4.0,20.0,613.0
2011-01-13 12:00:00,3.0,14.0,514.0
2011-01-13 13:00:00,2.0,12.0,316.0
2011-01-13 14:00:00,3.0,14.0,427.0
2011-01-13 15:00:00,3.0,16.0,435.0
2011-01-13 16:00:00,3.0,16.0,482.0
2011-01-13 17:00:00,5.0,23.0,716.0
2011-01-13 18:00:00,5.0,28.0,726.0
2011-01-13 19:00:00,4.0,22.0,700.0
2011-01-13 20:00:00,3.0,14.0,478.0
2011-01-13 21:00:00,3.0,13.0,480.0
2011-01-13 22:00:00,2.0,10.0,327.0
2011-01-13 23:00:00,2.0,10.0,383.0
2011-01-14 00:00:00,2.0,10.0,380.0
2011-01-14 01:00:00,2.0,8.0,291.0
2011-01-14 02:00:00,1.0,5.0,220.0
2011-01-14 03:00:00,1.0,5.0,212.0
2011-01-14 04:00:00,1.0,4.0,209.0
2011-01-14 05:00:00,2.0,9.0,364.0
2011-01-14 06:00:00,2.0,7.0,269.0
2011-01-14 07:00:00,2.0,9.0,343.0
2011-01-14 08:00:00,5.0,27.0,824.0
2011-01-14 09:00:00,4.0,18.0,580.0
2011-01-14 10:00:00,3.0,18.0,492.0
2011-01-14 11:00:00,4.0,20.0,702.0
2011-01-14 12:00:00,3.0,16.0,472.0
2011-01-14 13:00:00,3.0,18.0,505.0
2011-01-14 14:00:00,3.0,18.0,512.0
2011-01-14 15:00:00,3.0,16.0,432.0
2011-01-14 16:00:00,3.0,17.0,541.0
2011-01-14 17:00:00,5.0,28.0,867.0
2011-01-14 18:00:00,5.0,27.0,797.0
2011-01-14 19:00:00,5.0,26.0,753.0
2011-01-14 20:00:00,5.0,29.0,849.0
2011-01-14 21:00:00,4.0,20.0,672.0
2011-01-14 22:00:00,2.0,6.0,262.0
2011-01-14 23:00:00,2.0,8.0,296.0
2011-01-15 00:00:00,2.0,8.0,321.0
2011-01-15 01:00:00,2.0,9.0,347.0
2011-01-15 02:00:00,2.0,6.0,270.0
2011-01-15 03:00:00,1.0,6.0,245.0
2011-01-15 04:00:00,2.0,6.0,264.0
2011-01-15 05:00:00,1.0,4.0,192.0
2011-01-15 06:00:00,1.0,4.0,210.0
2011-01-15 07:00:00,2.0,6.0,257.0
2011-01-15 08:00:00,3.0,11.0,450.0
2011-01-15 09:00:00,3.0,12.0,465.0
2011-01-15 10:00:00,2.0,11.0,367.0
2011-01-15 11:00:00,2.0,12.0,408.0
2011-01-15 12:00:00,3.0,15.0,512.0
2011-01-15 13:00:00,4.0,19.0,524.0
2011-01-15 14:00:00,4.0,20.0,637.0
2011-01-15 15:00:00,3.0,15.0,517.0
2011-01-15 16:00:00,3.0,13.0,400.0
2011-01-15 17:00:00,3.0,15.0,457.0
2011-01-15 18:00:00,4.0,21.0,693.0
2011-01-15 19:00:00,4.0,20.0,659.0
2011-01-15 20:00:00,3.0,13.0,508.0
2011-01-15 21:00:00,3.0,15.0,566.0
2011-01-15 22:00:00,2.0,9.0,346.0
2011-01-15 23:00:00,3.0,11.0,430.0
2011-01-16 00:00:00,3.0,15.0,562.0
2011-01-16 01:00:00,2.0,10.0,418.0
2011-01-16 02:00:00,2.0,9.0,356.0
2011-01-16 03:00:00,2.0,7.0,313.0
2011-01-16 04:00:00,2.0,7.0,284.0
2011-01-16 05:00:00,1.0,5.0,238.0
2011-01-16 06:00:00,1.0,5.0,239.0
2011-01-16 07:00:00,2.0,7.0,290.0
2011-01-16 08:00:00,1.0,6.0,250.0
2011-01-16 09:00:00,2.0,8.0,298.0
2011-01-16 10:00:00,1.0,4.0,160.0
2011-01-16 11:00:00,1.0,3.0,143.0
2011-01-16 12:00:00,1.0,3.0,143.0
2011-01-16 13:00:00,1.0,4.0,119.0
2011-01-16 14:00:00,1.0,3.0,141.0
2011-01-16 15:00:00,1.0,3.0,111.0
2011-01-16 16:00:00,1.0,4.0,123.0
2011-01-16 17:00:00,1.0,5.0,192.0
2011-01-16 18:00:00,1.0,5.0,182.0
2011-01-16 19:00:00,2.0,9.0,263.0
2011-01-16 20:00:00,2.0,8.0,274.0
2011-01-16 21:00:00,1.0,5.0,222.0
2011-01-16 22:00:00,1.0,5.0,213.0
2011-01-16 23:00:00,1.0,6.0,231.0
2011-01-17 00:00:00,1.0,5.0,230.0
2011-01-17 01:00:00,1.0,5.0,207.0
2011-01-17 02:00:00,1.0,4.0,202.0
2011-01-17 03:00:00,1.0,3.0,144.0
2011-01-17 04:00:00,1.0,3.0,162.0
2011-01-17 05:00:00,1.0,3.0,129.0
2011-01-17 06:00:00,1.0,3.0,129.0
2011-01-17 07:00:00,1.0,5.0,220.0
2011-01-17 08:00:00,4.0,18.0,569.0
2011-01-17 09:00:00,4.0,20.0,676.0
2011-01-17 10:00:00,4.0,18.0,547.0
2011-01-17 11:00:00,4.0,18.0,560.0
2011-01-17 12:00:00,3.0,16.0,564.0
2011-01-17 13:00:00,3.0,16.0,486.0
2011-01-17 14:00:00,3.0,15.0,446.0
2011-01-17 15:00:00,4.0,18.0,557.0
2011-01-17 16:00:00,3.0,15.0,446.0
2011-01-17 17:00:00,5.0,24.0,760.0
2011-01-17 18:00:00,7.0,39.0,1043.0
2011-01-17 19:00:00,7.0,37.0,984.0
2011-01-17 20:00:00,4.0,20.0,700.0
2011-01-17 21:00:00,3.0,16.0,604.0
2011-01-17 22:00:00,2.0,10.0,422.0
2011-01-17 23:00:00,2.0,9.0,373.0
2011-01-18 00:00:00,2.0,9.0,384.0
2011-01-18 01:00:00,2.0,7.0,309.0
2011-01-18 02:00:00,1.0,5.0,230.0
2011-01-18 03:00:00,1.0,4.0,179.0
2011-01-18 04:00:00,1.0,3.0,169.0
2011-01-18 05:00:00,1.0,4.0,201.0
2011-01-18 06:00:00,2.0,6.0,256.0
2011-01-18 07:00:00,2.0,9.0,378.0
2011-01-18 08:00:00,4.0,19.0,622.0
2011-01-18 09:00:00,5.0,23.0,776.0
2011-01-18 10:00:00,5.0,25.0,790.0
2011-01-18 11:00:00,4.0,19.0,683.0
2011-01-18 12:00:00,5.0,25.0,856.0
2011-01-18 13:00:00,5.0,27.0,904.0
2011-01-18 14:00:00,6.0,32.0,882.0
2011-01-18 15:00:00,5.0,26.0,809.0
2011-01-18 16:00:00,6.0,29.0,924.0
2011-01-18 17:00:00,5.0,28.0,867.0
2011-01-18 18:00:00,5.0,28.0,831.0
2011-01-18 19:00:00,5.0,29.0,898.0
2011-01-18 20:00:00,5.0,25.0,818.0
2011-01-18 21:00:00,2.0,7.0,288.0
2011-01-18 22:00:00,1.0,4.0,154.0
2011-01-18 23:00:00,1.0,6.0,210.0
2011-01-19 00:00:00,2.0,6.0,255.0
2011-01-19 01:00:00,2.0,6.0,250.0
2011-01-19 02:00:00,1.0,6.0,217.0
2011-01-19 03:00:00,1.0,2.0,116.0
2011-01-19 04:00:00,1.0,2.0,124.0
2011-01-19 05:00:00,1.0,2.0,97.0
2011-01-19 06:00:00,1.0,2.0,123.0
2011-01-19 07:00:00,1.0,4.0,160.0
2011-01-19 08:00:00,2.0,8.0,285.0
2011-01-19 09:00:00,2.0,9.0,286.0
2011-01-19 10:00:00,1.0,4.0,151.0
2011-01-19 11:00:00,1.0,3.0,119.0
2011-01-19 12:00:00,1.0,4.0,165.0
2011-01-19 13:00:00,1.0,5.0,147.0
2011-01-19 14:00:00,2.0,9.0,275.0
2011-01-19 15:00:00,1.0,6.0,171.0
2011-01-19 16:00:00,1.0,5.0,197.0
2011-01-19 17:00:00,1.0,6.0,205.0
2011-01-19 18:00:00,2.0,8.0,281.0
2011-01-19 19:00:00,2.0,8.0,212.0
2011-01-19 20:00:00,2.0,10.0,253.0
2011-01-19 21:00:00,2.0,9.0,279.0
2011-01-19 22:00:00,1.0,4.0,154.0
2011-01-19 23:00:00,1.0,5.0,185.0
2011-01-20 00:00:00,1.0,5.0,168.0
2011-01-20 01:00:00,1.0,4.0,121.0
2011-01-20 02:00:00,1.0,2.0,74.0
2011-01-20 03:00:00,1.0,2.0,92.0
2011-01-20 04:00:00,1.0,2.0,94.0
2011-01-20 05:00:00,1.0,2.0,64.0
2011-01-20 06:00:00,1.0,4.0,157.0
2011-01-20 07:00:00,1.0,4.0,165.0
2011-01-20 08:00:00,3.0,15.0,406.0
2011-01-20 09:00:00,4.0,18.0,564.0
2011-01-20 10:00:00,4.0,19.0,556.0
2011-01-20 11:00:00,3.0,14.0,486.0
2011-01-20 12:00:00,3.0,15.0,404.0
2011-01-20 13:00:00,3.0,14.0,420.0
2011-01-20 14:00:00,3.0,15.0,437.0
2011-01-20 15:00:00,2.0,12.0,368.0
2011-01-20 16:00:00,3.0,14.0,439.0
2011-01-20 17:00:00,4.0,22.0,649.0
2011-01-20 18:00:00,6.0,31.0,787.0
2011-01-20 19:00:00,4.0,23.0,649.0
2011-01-20 20:00:00,3.0,17.0,522.0
2011-01-20 21:00:00,3.0,15.0,535.0
2011-01-20 22:00:00,2.0,9.0,348.0
2011-01-20 23:00:00,2.0,7.0,291.0
2011-01-21 00:00:00,2.0,7.0,266.0
2011-01-21 01:00:00,2.0,8.0,306.0
2011-01-21 02:00:00,2.0,6.0,273.0
2011-01-21 03:00:00,2.0,6.0,291.0
2011-01-21 04:00:00,2.0,8.0,323.0
2011-01-21 05:00:00,2.0,9.0,408.0
2011-01-21 06:00:00,3.0,12.0,456.0
2011-01-21 07:00:00,3.0,16.0,604.0
2011-01-21 08:00:00,5.0,23.0,732.0
2011-01-21 09:00:00,6.0,32.0,913.0
2011-01-21 10:00:00,4.0,23.0,700.0
2011-01-21 11:00:00,5.0,24.0,783.0
2011-01-21 12:00:00,5.0,25.0,770.0
2011-01-21 13:00:00,5.0,26.0,747.0
2011-01-21 14:00:00,3.0,16.0,515.0
2011-01-21 15:00:00,4.0,18.0,635.0
2011-01-21 16:00:00,5.0,25.0,832.0
2011-01-21 17:00:00,4.0,20.0,678.0
2011-01-21 18:00:00,4.0,22.0,695.0
2011-01-21 19:00:00,5.0,24.0,798.0
2011-01-21 20:00:00,7.0,37.0,1026.0
2011-01-21 21:00:00,7.0,38.0,1028.0
2011-01-21 22:00:00,5.0,25.0,832.0
2011-01-21 23:00:00,4.0,21.0,765.0
2011-01-22 00:00:00,4.0,20.0,709.0
2011-01-22 01:00:00,4.0,17.0,656.0
2011-01-22 02:00:00,4.0,16.0,632.0
2011-01-22 03:00:00,3.0,16.0,607.0
2011-01-22 04:00:00,3.0,11.0,431.0
2011-01-22 05:00:00,3.0,14.0,534.0
2011-01-22 06:00:00,3.0,14.0,528.0
2011-01-22 07:00:00,3.0,16.0,546.0
2011-01-22 08:00:00,4.0,18.0,591.0
2011-01-22 09:00:00,4.0,19.0,644.0
2011-01-22 10:00:00,4.0,22.0,691.0
2011-01-22 11:00:00,4.0,20.0,704.0
2011-01-22 12:00:00,4.0,18.0,647.0
2011-01-22 13:00:00,3.0,16.0,497.0
2011-01-22 14:00:00,4.0,19.0,518.0
2011-01-22 15:00:00,2.0,8.0,258.0
2011-01-22 16:00:00,2.0,7.0,270.0
2011-01-22 17:00:00,2.0,9.0,313.0
2011-01-22 18:00:00,2.0,9.0,327.0
2011-01-22 19:00:00,3.0,14.0,462.0
2011-01-22 20:00:00,3.0,15.0,449.0
2011-01-22 21:00:00,4.0,20.0,600.0
2011-01-22 22:00:00,4.0,19.0,633.0
2011-01-22 23:00:00,3.0,16.0,569.0
2011-01-23 00:00:00,3.0,11.0,459.0
2011-01-23 01:00:00,2.0,9.0,345.0
2011-01-23 02:00:00,2.0,8.0,300.0
2011-01-23 03:00:00,2.0,7.0,324.0
2011-01-23 04:00:00,2.0,6.0,264.0
2011-01-23 05:00:00,1.0,4.0,169.0
2011-01-23 06:00:00,1.0,3.0,155.0
2011-01-23 07:00:00,1.0,3.0,161.0
2011-01-23 08:00:00,1.0,4.0,168.0
2011-01-23 09:00:00,2.0,6.0,265.0
2011-01-23 10:00:00,2.0,7.0,307.0
2011-01-23 11:00:00,2.0,8.0,306.0
2011-01-23 12:00:00,3.0,11.0,408.0
2011-01-23 13:00:00,3.0,11.0,433.0
2011-01-23 14:00:00,2.0,10.0,398.0
2011-01-23 15:00:00,3.0,12.0,415.0
2011-01-23 16:00:00,2.0,8.0,252.0
2011-01-23 17:00:00,1.0,5.0,221.0
2011-01-23 18:00:00,2.0,6.0,256.0
2011-01-23 19:00:00,2.0,9.0,313.0
2011-01-23 20:00:00,2.0,10.0,355.0
2011-01-23 21:00:00,1.0,5.0,219.0
2011-01-23 22:00:00,1.0,5.0,225.0
2011-01-23 23:00:00,1.0,6.0,239.0
2011-01-24 00:00:00,1.0,5.0,221.0
2011-01-24 01:00:00,1.0,7.0,212.0
2011-01-24 02:00:00,2.0,10.0,326.0
